n,beta_0.0,beta_0.2,beta_0.4,beta_0.6,beta_0.8
1116,0.2676900935476172,0.38290528775698157,0.4966265501469809,0.6104019833059178,0.7266023397704037
1117,0.2679299592228391,0.38312962608771284,0.4968357901714127,0.6105952036801207,0.7267810327990719
1118,0.26816982489806096,0.38335392796870527,0.497044999689628,0.610788124884146,0.726959620777392
1119,0.26840969057328284,0.3835781593153407,0.49725419613789645,0.6109810450350134,0.7271380925161812
1120,0.26864955624850473,0.3838023532270024,0.4974633596198687,0.611173856616317,0.7273165471791018
1121,0.2688894219237266,0.38402653582168883,0.49767251971986154,0.611366652333928,0.7274943677413376
1122,0.2691292875989485,0.3842506934530336,0.49788155844822507,0.611559427769895,0.7276718541187908
1123,0.2693691532741704,0.384474837309415,0.49809058702071185,0.6117521906108184,0.7278491095968588
1124,0.26960901894939227,0.3846989422534076,0.49829946529470015,0.6119446600105908,0.7280263075953791
1125,0.26984888462461415,0.3849230331010218,0.4985083372393608,0.6121370475034702,0.728203474872764
1126,0.27008875029983603,0.38514712254462335,0.49871716650582526,0.612329353419703,0.7283805802601059
1127,0.2703286159750579,0.3853710636515172,0.4989258354795942,0.6125216447419833,0.7285576789805339
1128,0.2705684816502798,0.38559493316683213,0.49913449651616365,0.6127137621977868,0.7287345962907834
1129,0.2708083473255017,0.3858187979896413,0.49934299831488277,0.6129058312892105,0.7289114574548518
1130,0.27104821300072357,0.3860426101798831,0.4995513343197108,0.613097892915394,0.729088250711038
1131,0.27128807867594545,0.386266331212535,0.4997593879363674,0.6132898979767073,0.7292648975721018
1132,0.27152794435116734,0.38649004558998734,0.49996727300967764,0.6134818793277759,0.7294413695456937
1133,0.2717678100263892,0.3867137230783956,0.5001749560276406,0.613673760583048,0.7296176520281143
1134,0.2720076757016111,0.3869373975683273,0.5003824785283547,0.6138656404995372,0.7297937056702009
1135,0.272247541376833,0.3871610499996989,0.5005899933641392,0.6140574954444277,0.7299689760185276
1136,0.2724874070520549,0.3873846105960232,0.5007974957590484,0.6142493128862372,0.7301442436942354
1137,0.27272727272727676,0.38760814708707925,0.501004878370559,0.6144409198371024,0.7303193469108336
1138,0.27296713840249864,0.3878316174935378,0.5012122571971028,0.6146324830514017,0.7304941145355441
1139,0.27320700407772053,0.388055057457827,0.5014196043988559,0.6148239528145774,0.7306687747417111
1140,0.2734468697529424,0.38827847755865863,0.5016269355799736,0.6150152412345901,0.7308432710906111
1141,0.2736867354281643,0.38850188191269786,0.5018341548962855,0.6152065197182022,0.7310177324072122
1142,0.2739266011033862,0.3887252858379143,0.5020413726504649,0.6153977708743816,0.7311920047366723
1143,0.27416646677860806,0.3889485766442758,0.5022485360254267,0.6155888488326184,0.731365985246645
1144,0.27440633245382995,0.38917177886586796,0.5024556557519749,0.6157799096749884,0.7315398563863995
1145,0.27464619812905183,0.3893949647155783,0.5026627407841785,0.6159709010603831,0.7317137091792881
1146,0.2748860638042737,0.3896181266199137,0.5028697634233738,0.6161617596159166,0.731887352311986
1147,0.2751259294794956,0.3898412683583683,0.5030766245737556,0.6163526028443161,0.7320608983727435
1148,0.2753657951547175,0.39006437887959383,0.5032833676175946,0.6165432886705964,0.7322344087669257
1149,0.27560566082993937,0.3902874261028425,0.5034901074380578,0.6167339272438214,0.7324078818604451
1150,0.27584552650516125,0.3905104395699756,0.5036968414354639,0.6169244120025156,0.732581236725097
1151,0.27608539218038314,0.39073344343782374,0.5039035636403619,0.6171147988449841,0.732754402650811
1152,0.276325257855605,0.3909563746771228,0.5041102675665823,0.6173050207830328,0.7329275569193641
1153,0.2765651235308269,0.3911793044059593,0.5043169369680489,0.6174947988505888,0.7331006096021576
1154,0.2768049892060488,0.3914021109349855,0.5045235498417092,0.6176845053200224,0.7332736403842346
1155,0.2770448548812707,0.3916249079627671,0.5047301366578637,0.6178741578541386,0.7334466668067295
1156,0.27728472055649256,0.39184765421577356,0.5049366531973857,0.6180637743678453,0.7336194996994055
1157,0.27752458623171444,0.39207034091101295,0.5051431672230591,0.618253365899104,0.7337922762897113
1158,0.2777644519069363,0.39229302557666096,0.5053496569441358,0.61844292267909,0.7339642760002296
1159,0.2780043175821582,0.3925156735549496,0.5055561275470605,0.6186323543873089,0.7341362203371864
1160,0.2782441832573801,0.39273831439569445,0.5057624373260454,0.6188217660766936,0.7343078122487252
1161,0.278484048932602,0.3929609450456499,0.5059686982208772,0.6190111719345204,0.7344792536169275
1162,0.27872391460782386,0.3931835497602877,0.50617491888699,0.6192005446140418,0.7346504422150487
1163,0.27896378028304575,0.39340611667040937,0.5063810804969471,0.6193899145908501,0.7348214947458945
1164,0.27920364595826763,0.3936286826049644,0.5065871656191464,0.6195792456552637,0.7349924178175724
1165,0.2794435116334895,0.3938511974341789,0.5067931564499223,0.6197681825850105,0.7351633347034962
1166,0.2796833773087114,0.3940737073770358,0.5069991021915378,0.6199570849989807,0.7353340132001849
1167,0.2799232429839333,0.39429617699361297,0.5072049850099334,0.6201459735631986,0.735504636380974
1168,0.28016310865915517,0.3945186167813386,0.5074108452709899,0.6203348426848826,0.735674977093678
1169,0.28040297433437705,0.39474103904262786,0.5076166637666458,0.6205236140175486,0.7358450580727531
1170,0.28064284000959894,0.3949634545703237,0.5078224688259038,0.6207122927067664,0.7360151264772337
1171,0.2808827056848208,0.39518585807009793,0.5080281349942841,0.6209009142358046,0.7361849042940513
1172,0.2811225713600427,0.39540825910222965,0.5082336764489476,0.6210894290509145,0.7363543344180211
1173,0.2813624370352646,0.395630650971483,0.5084389164980593,0.6212778863924152,0.73652375703844
1174,0.2816023027104865,0.3958530406625862,0.5086441424416092,0.6214663210314543,0.7366931684714327
1175,0.28184216838570836,0.39607542938075874,0.5088493576599382,0.6216547541094392,0.736862536688082
1176,0.28208203406093024,0.39629779233705104,0.509054547900703,0.6218430389264811,0.7370318769810791
1177,0.2823218997361521,0.3965201242793189,0.5092597356738867,0.6220313032201077,0.7372009741864529
1178,0.282561765411374,0.39674241972434376,0.5094648736254981,0.6222195043397359,0.7373699514316545
1179,0.2828016310865959,0.39696465395768676,0.5096698964156303,0.6224075760742005,0.7375387225762132
1180,0.2830414967618178,0.3971867320224151,0.5098748256815204,0.6225953703370141,0.7377074348264859
1181,0.28328136243703966,0.39740880179651666,0.5100794486970375,0.6227831265097975,0.7378758871383556
1182,0.28352122811226155,0.39763082928825183,0.510284061496528,0.6229708611024414,0.7380438174947629
1183,0.28376109378748343,0.39785278989828965,0.5104886575507994,0.6231585756599302,0.7382117106968195
1184,0.2840009594627053,0.3980747056426473,0.5106928463640399,0.6233462673395281,0.7383795317338872
1185,0.2842408251379272,0.39829661830194235,0.5108970265855094,0.6235338448484731,0.7385473514418093
1186,0.2844806908131491,0.3985184717351673,0.5111011927678497,0.6237213756779383,0.738714855887787
1187,0.28472055648837097,0.39874031745100913,0.5113053526767873,0.6239087777453974,0.7388823547814964
1188,0.28496042216359285,0.39896216020183173,0.5115094187256155,0.6240961350254894,0.739049820633564
1189,0.28520028783881474,0.39918387881644474,0.511713399861839,0.6242834800704126,0.7392172513907094
1190,0.2854401535140366,0.3994055495687713,0.511917349219652,0.6244707786847102,0.7393846799046795
1191,0.2856800191892585,0.3996271563122197,0.5121212894620976,0.62465791215215,0.7395520246607139
1192,0.2859198848644804,0.3998487512220107,0.5123252042705763,0.6248449082927431,0.7397193394148525
1193,0.2861597505397023,0.4000703386716127,0.5125290559649248,0.6250318065485285,0.7398866345428452
1194,0.28639961621492416,0.40029190367269035,0.512732830815766,0.6252187036360229,0.7400538679314103
1195,0.28663948189014604,0.4005134488509595,0.5129365614080131,0.6254055775648374,0.7402210840371076
1196,0.2868793475653679,0.4007349387322551,0.5131402905449614,0.6255924064457138,0.7403882908117037
1197,0.2871192132405898,0.4009564215634852,0.5133439997122052,0.6257791794854419,0.740555430219443
1198,0.2873590789158117,0.4011779028682745,0.5135477040950511,0.6259658291281377,0.7407224504077312
1199,0.2875989445910336,0.4013993574769728,0.5137513296363666,0.6261523729482414,0.7408891814723301
1200,0.28783881026625546,0.40162063466260084,0.5139549085825676,0.6263388688335214,0.7410558468486755
1201,0.28807867594147735,0.40184191051332874,0.5141583920678573,0.6265253417277219,0.7412224356824852
1202,0.28831854161669923,0.4020631379919861,0.5143617487882429,0.626711808355437,0.741388970295363
1203,0.2885584072919211,0.4022843524862875,0.5145650480010217,0.6268981302370371,0.7415553605604981
1204,0.288798272967143,0.40250556581121916,0.5147681733012498,0.6270843352125199,0.7417213965608905
1205,0.2890381386423649,0.402726769821458,0.5149712532564096,0.6272705378559847,0.7418873454264492
1206,0.28927800431758677,0.4029479713361053,0.5151742907005111,0.6274566082494192,0.7420531123359128
1207,0.28951786999280865,0.4031690995382105,0.5153773127939014,0.6276425532228781,0.7422188474160291
1208,0.28975773566803054,0.40339020085375266,0.5155802374778193,0.6278284972625774,0.7423845077456099
1209,0.2899976013432524,0.40361116689853693,0.515783142019362,0.6280143728807027,0.7425500804796206
1210,0.2902374670184743,0.40383205561266006,0.5159860403638751,0.6282000163982819,0.7427154489628635
1211,0.2904773326936962,0.40405293006979637,0.5161889075022281,0.6283856197075439,0.7428806918770813
1212,0.2907171983689181,0.4042737606309791,0.516391728985868,0.6285711603853691,0.7430458430737772
1213,0.29095706404413996,0.40449458985021347,0.5165944841274389,0.6287565903664443,0.743210937371961
1214,0.29119692971936184,0.404715415065756,0.5167970452896862,0.6289419541338584,0.7433759296436849
1215,0.2914367953945837,0.4049362048179408,0.5169995970235624,0.6291272754003842,0.7435408045342564
1216,0.2916766610698056,0.4051569930956571,0.5172021455977835,0.6293125277156182,0.7437056602899667
1217,0.2919165267450275,0.4053777781589284,0.5174046636647821,0.6294977299136497,0.7438704997352098
1218,0.2921563924202494,0.40559854442538085,0.5176071791155563,0.629682881426239,0.7440352969947002
1219,0.29239625809547126,0.4058192353947613,0.5178096665530338,0.6298679404553745,0.7442000907067783
1220,0.29263612377069315,0.406039816577878,0.5180119340740624,0.630052894254725,0.744364714060288
1221,0.29287598944591503,0.4062603539182679,0.5182140839395853,0.6302377765731149,0.7445292064864748
1222,0.2931158551211369,0.40648088741738586,0.5184161599830422,0.6304225613040546,0.7446935221881237
1223,0.2933557207963588,0.4067013848982913,0.5186180734927299,0.6306069758613922,0.7448578271201284
1224,0.2935955864715807,0.406921875407321,0.5188198800301456,0.6307913791431261,0.7450219988684033
1225,0.29383545214680257,0.40714224665440885,0.519021532192031,0.6309756281592608,0.7451857432977093
1226,0.29407531782202445,0.4073625689226467,0.5192231039314983,0.631159861601727,0.7453493660959251
1227,0.29431518349724634,0.4075828814115365,0.5194245828582644,0.6313439391233786,0.7455129612229641
1228,0.2945550491724682,0.4078031538209729,0.5196260266004586,0.6315277256383456,0.7456764764310877
1229,0.2947949148476901,0.40802337280602796,0.5198273167278773,0.6317114446989317,0.7458395912417825
1230,0.295034780522912,0.40824356015890256,0.5200285627054682,0.6318951122286641,0.7460026364777971
1231,0.29527464619813387,0.4084636349216383,0.520229771559881,0.6320786978076213,0.7461654530200161
1232,0.29551451187335576,0.40868370231144663,0.5204309295098599,0.632262195680082,0.7463282271752602
1233,0.29575437754857764,0.4089036549307005,0.5206320836818593,0.6324456860837825,0.7464909599819106
1234,0.2959942432237995,0.40912359434822193,0.5208332242910289,0.6326290493139656,0.7466536486290387
1235,0.2962341088990214,0.409343523118569,0.5210343591432784,0.6328123316615238,0.746816192395177
1236,0.2964739745742433,0.40956344272466966,0.521235449495884,0.6329953306309326,0.7469786520841026
1237,0.2967138402494652,0.4097833471787458,0.5214363691973857,0.6331781617654119,0.747141026684981
1238,0.29695370592468706,0.4100032144770364,0.5216372632805004,0.6333609082657096,0.7473032261538971
1239,0.29719357159990895,0.4102230755513195,0.5218381535461367,0.6335435256673668,0.7474652381946743
1240,0.29743343727513083,0.41044292536519994,0.5220390151224685,0.6337258341519106,0.7476271790312404
1241,0.2976733029503527,0.4106627601038841,0.5222398146846408,0.6339081320650792,0.747789036174869
1242,0.2979131686255746,0.41088257365600594,0.5224405021945023,0.6340903913422172,0.7479508614909574
1243,0.2981530343007965,0.4111023304194261,0.5226411739158515,0.6342726408026339,0.7481126726368713
1244,0.29839289997601837,0.4113220820162971,0.5228417165141697,0.6344548556911989,0.748274396459786
1245,0.29863276565124025,0.4115418315225942,0.5230421757217218,0.634637028385502,0.7484361110376734
1246,0.29887263132646213,0.4117615535685626,0.5232425674045693,0.6348191264572969,0.748597773470805
1247,0.299112497001684,0.4119811971852465,0.5234428643471216,0.6350011926698802,0.7487593259932136
1248,0.2993523626769059,0.41220083854105366,0.5236431471678494,0.6351831149324422,0.7489208293203419
1249,0.2995922283521278,0.41242047796023207,0.5238433704663379,0.635365024281777,0.7490822246293444
1250,0.29983209402734967,0.41263999269519713,0.5240435781029487,0.6355468949193457,0.7492434729719397
1251,0.30007195970257156,0.4128594957563041,0.5242437527682874,0.6357287156173747,0.749404701175642
1252,0.30031182537779344,0.4130789977416675,0.5244438809330704,0.635910536305775,0.7495656887849544
1253,0.3005516910530153,0.413298432371678,0.5246439474916473,0.6360922757372356,0.7497265449162402
1254,0.3007915567282372,0.41351785505555005,0.5248439876408796,0.6362739397803879,0.7498871141613799
1255,0.3010314224034591,0.41373725393901023,0.5250440264192848,0.636455366221281,0.750047612082743
1256,0.301271288078681,0.4139566341310316,0.5252440541001943,0.6366367009062434,0.7502080563554911
1257,0.30151115375390286,0.4141760127896133,0.5254440816794899,0.636817945715575,0.7503684015595726
1258,0.30175101942912474,0.4143953765567994,0.525644046984506,0.6369988733974216,0.7505285099430684
1259,0.30199088510434663,0.41461469760815467,0.5258437541088908,0.6371794799841725,0.7506885974540726
1260,0.3022307507795685,0.4148340121109359,0.5260434266050066,0.6373600421409809,0.750848443043478
1261,0.3024706164547904,0.41505329178434,0.5262430669196488,0.6375405957070961,0.7510078772133177
1262,0.3027104821300123,0.4152725661836668,0.5264426709476517,0.6377211463731046,0.7511671781073185
1263,0.30295034780523417,0.41549182839391974,0.5266421502238006,0.6379014668304492,0.7513263175582455
1264,0.30319021348045605,0.4157110563841896,0.5268415338036206,0.6380815012460433,0.7514854569585803
1265,0.30343007915567793,0.41593027174063957,0.5270408267073451,0.638261348683815,0.7516445496518697
1266,0.3036699448308998,0.41614948128312,0.5272400822663369,0.6384410617363863,0.7518035454533369
1267,0.3039098105061217,0.4163686712462663,0.527439214440084,0.6386207428822608,0.7519624958950527
1268,0.3041496761813436,0.4165878221326004,0.5276383089070397,0.638800361659882,0.7521214111915029
1269,0.30438954185656547,0.4168069632976033,0.5278373444768673,0.6389798881895681,0.7522802601632522
1270,0.30462940753178736,0.4170260742572778,0.5280363207672965,0.6391593424705752,0.7524390600705773
1271,0.30486927320700924,0.4172451513467748,0.5282352649313944,0.6393387008692165,0.7525977611377032
1272,0.3051091388822311,0.4174641617248481,0.5284341677509431,0.6395179967885315,0.7527564147694884
1273,0.305349004557453,0.4176831624269533,0.528632976484996,0.6396972173390245,0.7529150461340554
1274,0.3055888702326749,0.4179021536359559,0.5288317614762821,0.6398764258987284,0.7530736119204947
1275,0.3058287359078968,0.41812111687718345,0.529030440584984,0.6400555851539436,0.7532319246442108
1276,0.30606860158311866,0.41834002490719413,0.5292290901376809,0.6402345433133813,0.7533901480844224
1277,0.30630846725834054,0.4185589303548018,0.5294277305439453,0.6404134149657156,0.7535483060527285
1278,0.30654833293356243,0.418777833838767,0.5296263664926835,0.640591980343614,0.7537064143042392
1279,0.3067881986087843,0.4189967254403419,0.52982498570416,0.6407705400537705,0.7538641790547526
1280,0.3070280642840062,0.4192156071943027,0.5300234752104375,0.640949016816566,0.7540216148508472
1281,0.3072679299592281,0.41943448346575596,0.5302219612733842,0.6411274875919298,0.7541790119285524
1282,0.30750779563444997,0.4196533340987552,0.5304202228650167,0.6413059422854992,0.7543362960212041
1283,0.30774766130967185,0.41987216640177216,0.5306184478093713,0.6414842485877518,0.7544934659551721
1284,0.30798752698489373,0.4200909960978462,0.530816666000369,0.641662440513186,0.7546505795746034
1285,0.3082273926601156,0.4203097711028842,0.5310147628126782,0.6418404752458,0.7548076497667474
1286,0.3084672583353375,0.4205285413489192,0.5312128396509402,0.6420184873747535,0.7549645653055042
1287,0.3087071240105594,0.4207472805997516,0.5314107782482351,0.6421963909192203,0.7551214286591859
1288,0.30894698968578127,0.420965987652587,0.5316086607864428,0.642374119663333,0.7552782033082738
1289,0.30918685536100315,0.42118467240985175,0.5318063401805485,0.6425517646184458,0.7554346985855137
1290,0.30942672103622504,0.4214033281848605,0.5320039909051345,0.6427293230468093,0.7555911779332323
1291,0.3096665867114469,0.4216219649866918,0.5322016171442053,0.6429066760626465,0.7557474106865829
1292,0.3099064523866688,0.421840595170232,0.5323991258313631,0.6430839388014818,0.7559036267135151
1293,0.3101463180618907,0.4220591835378102,0.5325965481632192,0.6432611981375791,0.7560597867698089
1294,0.3103861837371126,0.4222777425920571,0.5327939488930983,0.6434384503948871,0.7562158012325045
1295,0.31062604941233446,0.4224962993976713,0.5329913081848924,0.6436155746378308,0.7563716965605126
1296,0.31086591508755634,0.42271484452554675,0.5331885242063316,0.6437926613351646,0.7565274305429955
1297,0.31110578076277823,0.42293338050379287,0.5333856575552264,0.6439695972571524,0.7566831345898604
1298,0.3113456464380001,0.42315190601966957,0.5335827853610375,0.6441464659690483,0.7568387510891939
1299,0.311585512113222,0.42337042850346285,0.5337799093404103,0.6443233190342856,0.7569943408512017
1300,0.3118253777884439,0.4235889162045139,0.5339769845673227,0.6445001100035564,0.7571499274131421
1301,0.31206524346366576,0.4238073668965803,0.5341740419796248,0.6446768316354001,0.7573055125871698
1302,0.31230510913888765,0.42402580916998556,0.5343710912261882,0.6448534618599874,0.7574610863910254
1303,0.31254497481410953,0.42424422706979537,0.5345680803745706,0.6450300215747918,0.7576166230749164
1304,0.3127848404893314,0.4244626396655716,0.5347650477478187,0.6452065364121428,0.7577720644757175
1305,0.3130247061645533,0.4246809777674985,0.5349619677991655,0.6453830181615252,0.7579274007008366
1306,0.3132645718397752,0.4248992650134428,0.5351588862562823,0.645559436708023,0.758082641043103
1307,0.31350443751499707,0.42511753588917,0.5353557311869255,0.6457358499538152,0.7582378779481019
1308,0.31374430319021895,0.42533579793100224,0.5355525720652602,0.6459122207610598,0.7583929022624061
1309,0.31398416886544084,0.4255540348402034,0.5357493809558967,0.646088492061075,0.7585478762429921
1310,0.3142240345406627,0.4257722538330716,0.5359461207499525,0.6462647063098195,0.7587028414731567
1311,0.3144639002158846,0.42599045625670295,0.5361428418810005,0.6464408952354064,0.7588577756254653
1312,0.3147037658911065,0.42620864216408044,0.5363394999335537,0.6466169622988801,0.7590119460197043
1313,0.3149436315663284,0.42642675696486,0.536536121019484,0.6467929170169118,0.7591660853563877
1314,0.31518349724155026,0.4266448502999421,0.5367327372087486,0.6469688441372011,0.7593200828376819
1315,0.31542336291677214,0.4268629211951553,0.5369293276990519,0.6471444310549229,0.7594737929147934
1316,0.315663228591994,0.4270809745650625,0.5371259153764337,0.647319970624146,0.7596273908168182
1317,0.3159030942672159,0.4272990239677163,0.5373224995328821,0.6474955034208304,0.7597809754656035
1318,0.3161429599424378,0.42751706125414846,0.5375190278275425,0.6476708979244153,0.7599345209238556
1319,0.3163828256176597,0.42773508576607405,0.5377152445288166,0.6478462648425353,0.7600880421108707
1320,0.31662269129288156,0.42795310094762745,0.53791144364202,0.6480216307263625,0.7602415332587896
1321,0.31686255696810345,0.42817110660653923,0.5381075938558902,0.6481969645756461,0.760394966020667
1322,0.31710242264332533,0.42838901956644204,0.5383037394266735,0.6483722686582079,0.7605481725766833
1323,0.3173422883185472,0.4286069242920737,0.5384998212153911,0.6485474245094419,0.7607013326090746
1324,0.3175821539937691,0.4288248230733863,0.5386958964939407,0.6487224694571571,0.7608544892507098
1325,0.317822019668991,0.42904271488345114,0.5388919627324146,0.648897478294242,0.7610075121862312
1326,0.31806188534421287,0.4292605818886245,0.5390878992986191,0.6490724088081244,0.7611604923610588
1327,0.31830175101943475,0.4294784430585383,0.5392838345154525,0.649247310776562,0.761313393890522
1328,0.31854161669465664,0.4296962921494268,0.5394797511270591,0.6494220664211,0.7614658286081578
1329,0.3187814823698785,0.4299140913892371,0.5396756139849196,0.6495967228336728,0.7616182196081218
1330,0.3190213480451004,0.4301318731066526,0.539871407829949,0.649771194630081,0.7617705886468702
1331,0.3192612137203223,0.4303496515950064,0.5400671998703761,0.6499455619065881,0.7619228210447272
1332,0.3195010793955442,0.4305674146024699,0.5402629616493001,0.6501199273229455,0.7620750016249432
1333,0.31974094507076606,0.43078508943418004,0.540458709859111,0.6502942903557752,0.7622268743586034
1334,0.31998081074598794,0.4310027600671695,0.5406544369762439,0.6504686050207228,0.7623787463509063
1335,0.3202206764212098,0.4312204045044619,0.5408501075144393,0.6506426965067552,0.7625305587417363
1336,0.3204605420964317,0.4314379737735233,0.5410457631388526,0.6508167813237645,0.762682341378677
1337,0.3207004077716536,0.4316555344027688,0.5412413844584129,0.6509908014067074,0.7628340234294172
1338,0.3209402734468755,0.4318730870845951,0.541436987305298,0.6511647047992177,0.7629856931492178
1339,0.32118013912209736,0.4320906238544265,0.5416325783375601,0.6513385775034198,0.7631372230343149
1340,0.32142000479731925,0.43230812726261086,0.5418281677147039,0.6515121370170948,0.76328840608239
1341,0.32165987047254113,0.43252560826643066,0.5420237552847307,0.6516855054535143,0.7634395241532121
1342,0.321899736147763,0.43274304959674553,0.5422192798260247,0.6518586819789335,0.7635905102344758
1343,0.3221396018229849,0.4329604729584975,0.5424147348785645,0.6520318548947265,0.7637413693942398
1344,0.3223794674982068,0.43317785524639685,0.5426101536752852,0.6522046698688557,0.763891923990042
1345,0.32261933317342867,0.4333952289785802,0.5428054998639902,0.6523773424672868,0.7640423313263244
1346,0.32285919884865055,0.4336125709111963,0.5430007147649589,0.6525500065294658,0.7641926971391221
1347,0.32309906452387244,0.4338298729336603,0.5431959296410899,0.6527226318218717,0.7643428132081408
1348,0.3233389301990943,0.43404716722998476,0.5433910976897184,0.652895249328468,0.7644927441930011
1349,0.3235787958743162,0.43426444877938103,0.5435862317958275,0.6530677159026781,0.7646425832098388
1350,0.3238186615495381,0.4344816448645469,0.5437813254141033,0.653240110094659,0.7647924165937068
1351,0.32405852722476,0.4346988346612481,0.5439764073721078,0.6534124535608894,0.7649422371091554
1352,0.32429839289998186,0.4349159849649579,0.5441714607593775,0.6535846722288052,0.7650919268593137
1353,0.32453825857520374,0.43513305960543347,0.5443664842785865,0.6537568569154135,0.7652414728843951
1354,0.3247781242504256,0.4353501174613136,0.5445613375367812,0.6539290115704188,0.7653909504125416
1355,0.3250179899256475,0.43556714884609,0.5447561821588509,0.6541010644429064,0.765540426880108
1356,0.3252578556008694,0.4357841378710039,0.544950874437003,0.6542730352164988,0.7656898889512888
1357,0.3254977212760913,0.436001119413758,0.5451454020765485,0.6544449072113125,0.7658389493055602
1358,0.32573758695131316,0.4362180859506719,0.5453399063158046,0.6546167587607226,0.7659879587543853
1359,0.32597745262653505,0.4364350441635221,0.545534287984271,0.6547885486043323,0.7661366795420097
1360,0.32621731830175693,0.43665191878762105,0.5457285761872015,0.65496027131709,0.7662852835993423
1361,0.3264571839769788,0.4368687840421196,0.5459228639974696,0.6551319919336404,0.7664337752086772
1362,0.3266970496522007,0.437085624625045,0.5461170761120137,0.6553036470257279,0.7665822200705185
1363,0.3269369153274226,0.4373024377145895,0.5463112401461622,0.6554752994721109,0.766730624745173
1364,0.32717678100264447,0.43751924069092507,0.5465053972037794,0.6556469121620929,0.7668789140324809
1365,0.32741664667786635,0.4377360408805392,0.5466995045715289,0.6558184304915954,0.7670271638067528
1366,0.32765651235308824,0.4379528392084549,0.5468935565000275,0.65598970699833,0.7671753835259284
1367,0.3278963780283101,0.4381696045706835,0.5470874078385268,0.6561608732242615,0.7673235196926432
1368,0.328136243703532,0.4383863541022323,0.5472811365631726,0.6563319745216203,0.7674716468038068
1369,0.3283761093787539,0.4386030980585514,0.5474748080545463,0.6565028444255974,0.7676197072944945
1370,0.3286159750539758,0.4388198383651695,0.5476683972017354,0.6566736736873806,0.7677677399049614
1371,0.32885584072919766,0.439036571428968,0.5478619537560767,0.6568443267128057,0.7679157709238176
1372,0.32909570640441954,0.43925330432446097,0.5480554583876234,0.6570149748696127,0.7680637213531442
1373,0.3293355720796414,0.4394700284422987,0.5482489152937452,0.6571855525618621,0.768211582646707
1374,0.3295754377548633,0.4396867504746423,0.5484422387563836,0.6573560307285227,0.7683594434812089
1375,0.3298153034300852,0.43990344939748277,0.5486355617818397,0.6575264766327062,0.7685071836260269
1376,0.3300551691053071,0.4401201016389701,0.5488288558555603,0.6576968760918677,0.7686547841511822
1377,0.33029503478052896,0.44033671427420806,0.549022107934367,0.6578672532494986,0.7688023753159183
1378,0.33053490045575085,0.4405533056976788,0.5492152108487205,0.6580376180703197,0.7689499521638554
1379,0.33077476613097273,0.44076978124311134,0.5494082343986145,0.6582079476520603,0.7690975055655361
1380,0.3310146318061946,0.44098623258892633,0.5496010325722541,0.6583782716097137,0.769244982453686
1381,0.3312544974814165,0.4412026760286225,0.5497937650428947,0.6585485826656685,0.7693923589138213
1382,0.3314943631566384,0.44141910044549204,0.5499864441743001,0.658718814283097,0.7695394617529467
1383,0.33173422883186027,0.441635484460334,0.5501791147654604,0.6588890444182617,0.7696865235741245
1384,0.33197409450708215,0.44185181651722194,0.5503717640237695,0.6590592043088268,0.7698334993989983
1385,0.33221396018230404,0.44206810825943615,0.5505643701335062,0.6592293154359673,0.7699803731171994
1386,0.3324538258575259,0.4422843701595447,0.5507569410423843,0.6593994134175846,0.7701271273726262
1387,0.3326936915327478,0.4425006281680331,0.5509495018024249,0.6595694965787613,0.7702738654647986
1388,0.3329335572079697,0.44271685517293397,0.5511419355622309,0.6597394538620555,0.7704205674017204
1389,0.3331734228831916,0.4429330497682795,0.5513343566698083,0.6599093638570875,0.770567207714906
1390,0.33341328855841346,0.44314920100759236,0.55152665617332,0.6600791700225876,0.7707137332423354
1391,0.33365315423363534,0.4433652694341536,0.5517188984456808,0.6602486940919975,0.7708600994005409
1392,0.3338930199088572,0.443581326054174,0.5519111057961819,0.6604181610965615,0.7710064511753558
1393,0.3341328855840791,0.44379732409970757,0.5521033051337,0.6605875395279649,0.7711527297221031
1394,0.334372751259301,0.44401331851326054,0.55229549853567,0.6607568357498788,0.7712989014151101
1395,0.3346126169345229,0.44422928396844297,0.5524876768224602,0.6609261274724091,0.7714450615973808
1396,0.33485248260974476,0.4444451407545804,0.5526797979387491,0.661095360902543,0.7715911761096139
1397,0.33509234828496665,0.4446609612648802,0.5528718743746206,0.6612645791160969,0.7717367692111778
1398,0.33533221396018853,0.44487676848570334,0.5530639132797607,0.6614337774698337,0.7718823172299054
1399,0.3355720796354104,0.44509255312336526,0.5532559468106648,0.6616028373910336,0.7720278184410454
1400,0.3358119453106323,0.4453082634205745,0.5534479400001817,0.6617718716731777,0.7721733178807723
1401,0.3360518109858542,0.44552397228223756,0.5536399087307456,0.6619409016688188,0.7723185609358516
1402,0.33629167666107607,0.4457396702092159,0.5538318093202625,0.6621096022435782,0.7724637026459434
1403,0.33653154233629795,0.44595536307342926,0.5540236886114742,0.6622782964053145,0.7726088384366249
1404,0.33677140801151983,0.4461709962232827,0.5542155645019149,0.6624468280111239,0.7727539661928119
1405,0.3370112736867417,0.4463866035737855,0.5544072484622148,0.6626153264825398,0.7728990558758897
1406,0.3372511393619636,0.4466021891001457,0.5545988900404952,0.6627838247489045,0.7730440500800132
1407,0.3374910050371855,0.44681777255291055,0.5547905307835932,0.6629522785682002,0.7731890232661807
1408,0.33773087071240737,0.4470333425349947,0.55498212569452,0.6631207204476985,0.7733337875271974
